"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"EST","Estonia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-0.38,,
"EST","Estonia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",-0.55,,
"RUS","Russia","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",38.14,,
"RUS","Russia","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",37.94,,
"RUS","Russia","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",36.68,,
"RUS","Russia","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",37.73,,
"RUS","Russia","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",36.17,,
"ESP","Spain","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",39.03,,
"ESP","Spain","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",41.16,,
"ESP","Spain","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",45.78,,
"ESP","Spain","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",45.63,,
"ESP","Spain","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",45.83,,
"ESP","Spain","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",48.1,,
"ESP","Spain","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",45.56,,
"ESP","Spain","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",44.85,,
"ESP","Spain","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",43.73,,
"ESP","Spain","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",42.2,,
"ESP","Spain","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",40.99,,
"ESP","Spain","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",41.34,,
"DNK","Denmark","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",5.02,,
"DNK","Denmark","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",3.17,,
"DNK","Denmark","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-2.8,,
"DNK","Denmark","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-2.71,,
"DNK","Denmark","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-2.06,,
"DNK","Denmark","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-3.49,,
"DNK","Denmark","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-1.24,,
"DNK","Denmark","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",1.14,,
"DNK","Denmark","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-1.33,,
"DNK","Denmark","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-0.07,,
"DNK","Denmark","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",1.45,,
"DNK","Denmark","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",0.51,,
"USA","United States","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",37.43,,
"USA","United States","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",39.82,,
"USA","United States","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",43.26,,
"USA","United States","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",43.17,,
"USA","United States","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",42.05,,
"USA","United States","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",40.23,,
"USA","United States","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",39.01,,
"USA","United States","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",38.34,,
"USA","United States","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",37.93,,
"USA","United States","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",38.21,,
"USA","United States","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",37.95,,
"DNK","Denmark","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",49.59,,
"DNK","Denmark","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",50.41,,
"DNK","Denmark","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",56.54,,
"DNK","Denmark","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",56.67,,
"DNK","Denmark","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",56.43,,
"DNK","Denmark","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",57.95,,
"DNK","Denmark","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",55.82,,
"DNK","Denmark","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",55.22,,
"DNK","Denmark","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",54.53,,
"DNK","Denmark","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",52.66,,
"DNK","Denmark","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",51.16,,
"DNK","Denmark","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",51.41,,
"USA","United States","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",-3.99,,
"USA","United States","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-7.37,,
"USA","United States","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-13.13,,
"USA","United States","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-12.43,,
"USA","United States","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-11,,
"USA","United States","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-9.22,,
"USA","United States","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-5.82,,
"USA","United States","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-5.17,,
"USA","United States","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-4.63,,
"USA","United States","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-5.3,,
"USA","United States","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-4.15,,
"MEX","Mexico","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",-0.71,,
"MEX","Mexico","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-0.93,,
"MEX","Mexico","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-3.08,,
"MEX","Mexico","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-2.97,,
"MEX","Mexico","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-5.3,,
"MEX","Mexico","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-4.73,,
"MEX","Mexico","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-4.55,,
"MEX","Mexico","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-4.21,,
"MEX","Mexico","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-5.16,,
"MEX","Mexico","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-2.1,,
"MEX","Mexico","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-2.64,,
"MEX","Mexico","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",21.59,"E","Estimated value"
"MEX","Mexico","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",25.03,"E","Estimated value"
"MEX","Mexico","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",25.47,"E","Estimated value"
"MEX","Mexico","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",25.44,"E","Estimated value"
"MEX","Mexico","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",28.79,"E","Estimated value"
"MEX","Mexico","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",28.53,"E","Estimated value"
"MEX","Mexico","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",28.44,"E","Estimated value"
"MEX","Mexico","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",28.05,"E","Estimated value"
"MEX","Mexico","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",28.22,"E","Estimated value"
"MEX","Mexico","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",25.9,"E","Estimated value"
"MEX","Mexico","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",26.34,"E","Estimated value"
"CZE","Czech Republic","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",39.72,,
"CZE","Czech Republic","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",38.66,,
"CZE","Czech Republic","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",38.75,,
"CZE","Czech Republic","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",39.32,,
"CZE","Czech Republic","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",40.31,,
"CZE","Czech Republic","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",40.55,,
"CZE","Czech Republic","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",41.35,,
"CZE","Czech Republic","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",40.33,,
"CZE","Czech Republic","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",41.08,,
"CZE","Czech Republic","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",40.2,,
"CZE","Czech Republic","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",40.5,,
"CZE","Czech Republic","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",41.68,,
"IDN","Indonesia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-0.34,,
"IDN","Indonesia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-1.04,,
"IDN","Indonesia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-1.34,,
"IDN","Indonesia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-2.07,,
"IDN","Indonesia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-1.86,,
"IDN","Indonesia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-2.77,,
"IDN","Indonesia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-2.41,,
"EST","Estonia","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",34.09,,
"EST","Estonia","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",39.75,,
"EST","Estonia","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",46.05,,
"EST","Estonia","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",40.51,,
"EST","Estonia","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",37.43,,
"EST","Estonia","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",39.3,,
"EST","Estonia","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",38.45,,
"EST","Estonia","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",37.84,,
"EST","Estonia","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",39.63,,
"EST","Estonia","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",39.47,,
"EST","Estonia","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",39.27,,
"EST","Estonia","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",39.55,,
"LVA","Latvia","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",33.48,,
"LVA","Latvia","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",33.44,,
"LVA","Latvia","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",35.05,,
"LVA","Latvia","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",36.82,,
